message,label
WARNING: Virus detected on your device. Download our security tool immediately.,spam
Thanks for the recommendation letter. It means a lot to me. See you at the standup tomorrow.,ham
Act now! Lose 22 pounds in 22 days with this miracle pill. Order today!,spam
The code deployment went smoothly. All tests are passing in production. Let me know your thoughts when you get a chance.,ham
ACT NOW! Your inheritance of $10000 is ready. Contact our lawyer to process your claim.,spam
Get a diploma from a prestigious university! No classes required. Apply today.,spam
WINNER! Earn extra cash by completing simple surveys. Sign up now and get a $50000 bonus!,spam
Congratulations! You've won a $500 gift card. Click here to claim now!,spam
"Hi, I'm a Nigerian prince and I need your help to transfer $10000. You'll get 30%.",spam
FINAL NOTICE! Free trial expired. Update your payment to continue using Microsoft.,spam
"Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
Can you help me move this Saturday? I'll buy pizza and beer.,ham
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets.,ham
"Mom wants to know if you're coming for Thanksgiving dinner. By the way, the coffee machine is fixed.",ham
SPECIAL PROMOTION! Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
Earn extra cash by completing simple surveys. Sign up now and get a $5000 bonus!,spam
Reminder: team lunch is on Friday. We're going to that Italian place.,ham
Just finished the sprint retrospective notes. Sharing with the team now. Looking forward to hearing from you.,ham
You've received a confidential document. Sign in with your email to view it.,spam
Act now! Lose 20 pounds in 20 days with this miracle pill. Order today!,spam
EXCLUSIVE OFFER! You've received a confidential document. Sign in with your email to view it.,spam
IMPORTANT NOTICE! You've received a confidential document. Sign in with your email to view it.,spam
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets.,ham
Exclusive deal just for you! Buy one get one free on all smartwatch. Shop now!,spam
"Dear customer, your HSBC card ending in 4532 has unusual activity. Call us now.",spam
ACT NOW! Your Microsoft account has been locked. Click here to unlock: http://secure-verify.com/login,spam
Your computer is running slow. Download our optimizer for instant speed boost!,spam
You've been chosen for an exclusive credit card with $5000 limit. Pre-approved!,spam
CLAIM YOUR PRIZE! You have been selected for a special offer! Get smartwatch for FREE. Limited time only!,spam
"Let's schedule a call to discuss the new feature requirements. By the way, the coffee machine is fixed.",ham
The yoga class starts at 7 AM. Want to join me tomorrow? Looking forward to hearing from you.,ham
Please find attached the invoice for last month's services. Talk soon!,ham
EXCLUSIVE OFFER! Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
Let's brainstorm ideas for the hackathon. I'm thinking something with AI.,ham
Just wanted to follow up on our meeting yesterday. Can you send me the notes?,ham
Can you send me the WiFi password? I'm at the office and can't connect.,ham
CONGRATULATIONS! Work from home and earn $1000/month. Join our team of successful entrepreneurs!,spam
Just checking in — how are you feeling? I hope you're getting better.,ham
WARNING: Virus detected on your device. Download our security tool immediately.,spam
"LIMITED TIME OFFER! Hi, I'm a Nigerian prince and I need your help to transfer $1000. You'll get 30%.",spam
The kids' school play is next Thursday at 6 PM. Can you make it? Let me know your thoughts when you get a chance.,ham
You've been chosen for an exclusive credit card with $10000 limit. Pre-approved!,spam
IMPORTANT NOTICE! Make $100 per week working from home! No experience needed. Start today!,spam
The flight is confirmed for July 15th. I'll forward you the itinerary.,ham
FREE! SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
Your package arrived today. I left it on the kitchen counter.,ham
Thanks for the recommendation letter. It means a lot to me.,ham
ACTION REQUIRED! Your Netflix subscription is expiring. Renew now to avoid losing access: http://tinyurl.com/abc456,spam
"I've attached the updated spreadsheet. Let me know if the numbers look right. Also, did you check the latest pull request?",ham
The code deployment went smoothly. All tests are passing in production.,ham
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday. Looking forward to hearing from you.,ham
EXCLUSIVE OFFER! Free trial expired. Update your payment to continue using Apple.,spam
You've been chosen for an exclusive credit card with $1000 limit. Pre-approved!,spam
FINAL NOTICE! Your Netflix account has been locked. Click here to unlock: http://bit.ly/xyz123,spam
You qualify for a government grant of $50000. No repayment required!,spam
Claim your free trial of anti-aging cream today! No credit card required.,spam
The dog needs to go to the vet for his annual checkup. Can you take him? Looking forward to hearing from you.,ham
Claim your free trial of VPN service today! No credit card required.,spam
The quarterly report is due next week. I'll need your section by Monday.,ham
"The AC in the conference room is broken again. I've filed a maintenance request. By the way, the coffee machine is fixed.",ham
Great presentation today! The client seemed really impressed with the proposal.,ham
Let's schedule a call to discuss the new feature requirements. Talk soon!,ham
The kids' school play is next Thursday at 6 PM. Can you make it? Hope your week is going well!,ham
I'm thinking of getting a new laptop. Any suggestions?,ham
VERIFY YOUR ACCOUNT! Your lottery ticket has won $100! Contact our claims department immediately.,spam
Great presentation today! The client seemed really impressed with the proposal.,ham
Let's schedule a call to discuss the new feature requirements. Have a great evening!,ham
Reminder: your dentist appointment is tomorrow at 10 AM. Cheers!,ham
I've attached the updated spreadsheet. Let me know if the numbers look right. PS: Don't forget to submit your timesheet.,ham
Your package arrived today. I left it on the kitchen counter.,ham
"Do you know any good plumbers? Our kitchen sink is leaking again. By the way, the coffee machine is fixed.",ham
Let's schedule a call to discuss the new feature requirements.,ham
CLAIM YOUR PRIZE! Your computer is running slow. Download our optimizer for instant speed boost!,spam
EXCLUSIVE OFFER! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
Act now! Lose 22 pounds in 22 days with this miracle pill. Order today!,spam
Just saw the news about the company merger. What do you think about it? Have a great evening!,ham
EXCLUSIVE OFFER! Adult content: Explicit material waiting for you. Click to view now.,spam
The quarterly report is due next week. I'll need your section by Monday.,ham
ACT NOW! Act now! Lose 26 pounds in 26 days with this miracle pill. Order today!,spam
FINAL NOTICE! ALERT: Your Citibank account will be suspended unless you update your information now.,spam
Your email has been selected in our annual draw! You've won a brand new car!,spam
ACT NOW! You've received a confidential document. Sign in with your email to view it.,spam
LIMITED TIME OFFER! Your lottery ticket has won $500! Contact our claims department immediately.,spam
Act now! Lose 8 pounds in 8 days with this miracle pill. Order today!,spam
Your PayPal account has been locked. Click here to unlock: http://secure-verify.com/login,spam
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday.,ham
IMPORTANT NOTICE! Claim your free trial of smartwatch today! No credit card required.,spam
Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
Please find attached the invoice for last month's services.,ham
ALERT! ALERT: Your Citibank account will be suspended unless you update your information now.,spam
Claim your free trial of brain supplement today! No credit card required.,spam
The yoga class starts at 7 AM. Want to join me tomorrow?,ham
Claim your free trial of smartwatch today! No credit card required.,spam
Your inheritance of $500 is ready. Contact our lawyer to process your claim.,spam
The weather looks great this weekend. Want to go hiking? PS: Don't forget to submit your timesheet.,ham
Just wanted to follow up on our meeting yesterday. Can you send me the notes? PS: Don't forget to submit your timesheet.,ham
ACT NOW! Your computer is running slow. Download our optimizer for instant speed boost!,spam
The neighbors are having a party this Saturday. We're invited! Looking forward to hearing from you.,ham
I'll be on vacation next week. Sarah will handle my tasks while I'm away. Cheers!,ham
Your package arrived today. I left it on the kitchen counter.,ham
Your Microsoft subscription is expiring. Renew now to avoid losing access: http://secure-verify.com/login,spam
Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
URGENT! You've received a confidential document. Sign in with your email to view it.,spam
Just finished the sprint retrospective notes. Sharing with the team now.,ham
Free iPhone giveaway! Be one of the first 100 to register and win!,spam
I need to renew my passport. Do you know how long it takes?,ham
WARNING! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
The quarterly report is due next week. I'll need your section by Monday.,ham
The weather looks great this weekend. Want to go hiking?,ham
I updated the API documentation. Can you review the new endpoints?,ham
"LIMITED TIME OFFER! Download free movies, music, and software. Unlimited access with premium membership!",spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes?,ham
WARNING: Virus detected on your device. Download our security tool immediately.,spam
URGENT: Wire transfer of $100 received in your name. Confirm identity to release funds.,spam
EXCLUSIVE OFFER! Shocking news: Celebrity reveals weight loss secret. Doctors hate this trick!,spam
I'll be on vacation next week. Sarah will handle my tasks while I'm away.,ham
FREE! Your lottery ticket has won $1000! Contact our claims department immediately.,spam
I'm thinking of getting a new laptop. Any suggestions?,ham
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
WARNING! Adult content: Explicit material waiting for you. Click to view now.,spam
Can you help me move this Saturday? I'll buy pizza and beer.,ham
SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
You qualify for a government grant of $500. No repayment required!,spam
Make $5000 per week working from home! No experience needed. Start today!,spam
Your Netflix account has been locked. Click here to unlock: http://prize-claim.org/winner,spam
CONGRATULATIONS! Get rich quick! Follow our simple 3-step system to make $1000 weekly.,spam
Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
CONGRATULATIONS! You've been pre-approved for a loan of $1000000. Low interest rates! Apply now.,spam
I've submitted the code review. A few minor comments but overall looks great.,ham
Can you review the document I shared and provide feedback by end of day?,ham
LIMITED TIME OFFER! Earn extra cash by completing simple surveys. Sign up now and get a $5000 bonus!,spam
You are one step away from financial freedom! Learn our secret trading strategy.,spam
"URGENT! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
"Hi, I'm a Nigerian prince and I need your help to transfer $500. You'll get 30%.",spam
ACT NOW! Your lottery ticket has won $5000! Contact our claims department immediately.,spam
Get a diploma from a prestigious university! No classes required. Apply today.,spam
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets. PS: Don't forget to submit your timesheet.,ham
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend! Have a great evening!,ham
Make $500 per week working from home! No experience needed. Start today!,spam
Movie night tonight? I was thinking we could watch that new thriller.,ham
Get a diploma from a prestigious university! No classes required. Apply today.,spam
URGENT! Earn extra cash by completing simple surveys. Sign up now and get a $10000 bonus!,spam
ACTION REQUIRED! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
ACT NOW! Act now! Lose 7 pounds in 7 days with this miracle pill. Order today!,spam
The new office space looks amazing! Have you seen the rooftop terrace? Let me know your thoughts when you get a chance.,ham
CONGRATULATIONS! Lose weight fast without diet or exercise! Try this one weird trick.,spam
We should catch up soon. It's been ages since we last hung out! Talk soon!,ham
"DON'T MISS OUT! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Congratulations on the promotion! You definitely deserved it.,ham
Get a free vacation to the Bahamas! Just complete a short survey to qualify.,spam
Just saw the news about the company merger. What do you think about it?,ham
You've been chosen for an exclusive credit card with $10000 limit. Pre-approved!,spam
Your Netflix account has been locked. Click here to unlock: http://prize-claim.org/winner,spam
Earn extra cash by completing simple surveys. Sign up now and get a $5000 bonus!,spam
"Just saw the news about the company merger. What do you think about it? Also, did you check the latest pull request?",ham
Reminder: team lunch is on Friday. We're going to that Italian place.,ham
ACTION REQUIRED! Exclusive deal just for you! Buy one get one free on all brain supplement. Shop now!,spam
Sorry I missed your call. I was in a meeting. What did you need?,ham
I'll be on vacation next week. Sarah will handle my tasks while I'm away.,ham
Mom wants to know if you're coming for Thanksgiving dinner.,ham
ACTION REQUIRED! Get a free vacation to the Bahamas! Just complete a short survey to qualify.,spam
FINAL NOTICE! Act now! Lose 16 pounds in 16 days with this miracle pill. Order today!,spam
Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
Act now! Lose 5 pounds in 5 days with this miracle pill. Order today!,spam
Just finished the sprint retrospective notes. Sharing with the team now. Have a great evening!,ham
Investment opportunity: 500% returns guaranteed. Minimum investment just $10000.,spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes?,ham
VERIFY YOUR ACCOUNT! Your inheritance of $500 is ready. Contact our lawyer to process your claim.,spam
Please find attached the invoice for last month's services.,ham
SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
ALERT! Make $10000 per week working from home! No experience needed. Start today!,spam
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday.,ham
Please find attached the invoice for last month's services. Hope your week is going well!,ham
URGENT! Important: Your package could not be delivered. Confirm your address here: http://prize-claim.org/winner,spam
ALERT: Your Citibank account will be suspended unless you update your information now.,spam
Just checking in — how are you feeling? I hope you're getting better.,ham
Just saw the news about the company merger. What do you think about it?,ham
"Hi, I'm a Nigerian prince and I need your help to transfer $100. You'll get 30%.",spam
FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant.",ham
The flight is confirmed for July 15th. I'll forward you the itinerary.,ham
URGENT: Wire transfer of $100 received in your name. Confirm identity to release funds.,spam
Mom wants to know if you're coming for Thanksgiving dinner. Hope your week is going well!,ham
Just saw the news about the company merger. What do you think about it?,ham
I'll be working from home tomorrow. You can reach me on Slack or email. Looking forward to hearing from you.,ham
I finished reading that book you recommended. It was really good!,ham
ACTION REQUIRED! Get rich quick! Follow our simple 3-step system to make $10000 weekly.,spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes?,ham
You qualify for a government grant of $10000. No repayment required!,spam
Thanks for the recommendation letter. It means a lot to me.,ham
Great presentation today! The client seemed really impressed with the proposal.,ham
ALERT: Your HSBC account will be suspended unless you update your information now.,spam
Let's brainstorm ideas for the hackathon. I'm thinking something with AI.,ham
Thanks for the recommendation letter. It means a lot to me.,ham
The weather looks great this weekend. Want to go hiking?,ham
Do you know any good plumbers? Our kitchen sink is leaking again.,ham
CONGRATULATIONS! Your Microsoft subscription is expiring. Renew now to avoid losing access: http://bit.ly/xyz123,spam
The project deadline has been extended to next Friday. Let me know if you need help. Let me know your thoughts when you get a chance.,ham
The gym is offering a discount for annual memberships. Interested? Have a great evening!,ham
Thanks for your help with the report. I really appreciate it! See you at the standup tomorrow.,ham
EXCLUSIVE OFFER! You are one step away from financial freedom! Learn our secret trading strategy.,spam
Limited time: Get premium Apple for 90% off. Use code SAVE90 at checkout.,spam
Let's schedule a call to discuss the new feature requirements. Let me know your thoughts when you get a chance.,ham
Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
ACT NOW! Shocking news: Celebrity reveals weight loss secret. Doctors hate this trick!,spam
WINNER! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
"We should catch up soon. It's been ages since we last hung out! Also, did you check the latest pull request?",ham
ACTION REQUIRED! Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
The flight is confirmed for July 15th. I'll forward you the itinerary. PS: Don't forget to submit your timesheet.,ham
WINNER! Work from home and earn $50000/month. Join our team of successful entrepreneurs!,spam
I'll be working from home tomorrow. You can reach me on Slack or email.,ham
I've submitted the code review. A few minor comments but overall looks great. Hope your week is going well!,ham
Did you see the game last night? What an incredible finish!,ham
Thanks for the recommendation letter. It means a lot to me. Hope your week is going well!,ham
I finished reading that book you recommended. It was really good!,ham
I need to renew my passport. Do you know how long it takes?,ham
Investment opportunity: 500% returns guaranteed. Minimum investment just $50000.,spam
ALERT! You've been pre-approved for a loan of $1000. Low interest rates! Apply now.,spam
CONGRATULATIONS! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
Free trial expired. Update your payment to continue using Amazon.,spam
"Hi, I'm a Nigerian prince and I need your help to transfer $10000. You'll get 30%.",spam
ALERT: Your Bank of America account will be suspended unless you update your information now.,spam
WINNER! Your Microsoft subscription is expiring. Renew now to avoid losing access: http://update-now.net/confirm,spam
LIMITED TIME OFFER! Get rich quick! Follow our simple 3-step system to make $10000 weekly.,spam
The yoga class starts at 7 AM. Want to join me tomorrow? PS: Don't forget to submit your timesheet.,ham
Can you review the document I shared and provide feedback by end of day?,ham
LIMITED TIME OFFER! Your Amazon subscription is expiring. Renew now to avoid losing access: http://bit.ly/xyz123,spam
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend! PS: Don't forget to submit your timesheet.,ham
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
Could you pick up some groceries on your way home? We need milk and bread. Cheers!,ham
CLAIM YOUR PRIZE! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
ALERT! Attention: Your tax refund of $100 is pending. Submit your details now.,spam
Congratulations! You've won a $1000 gift card. Click here to claim now!,spam
Your package arrived today. I left it on the kitchen counter.,ham
"FINAL NOTICE! Download free movies, music, and software. Unlimited access with premium membership!",spam
Attention: Your tax refund of $1000000 is pending. Submit your details now.,spam
"Download free movies, music, and software. Unlimited access with premium membership!",spam
Mom wants to know if you're coming for Thanksgiving dinner. Have a great evening!,ham
Make $500 per week working from home! No experience needed. Start today!,spam
Reminder: your dentist appointment is tomorrow at 10 AM. Cheers!,ham
"Please find attached the invoice for last month's services. By the way, the coffee machine is fixed.",ham
Did you see the game last night? What an incredible finish! Looking forward to hearing from you.,ham
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday. Cheers!,ham
You've been pre-approved for a loan of $10000. Low interest rates! Apply now.,spam
Shocking news: Celebrity reveals weight loss secret. Doctors hate this trick!,spam
Sorry I missed your call. I was in a meeting. What did you need? PS: Don't forget to submit your timesheet.,ham
Lose weight fast without diet or exercise! Try this one weird trick.,spam
Free iPhone giveaway! Be one of the first 100 to register and win!,spam
"DON'T MISS OUT! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Adult content: Explicit material waiting for you. Click to view now.,spam
Your package arrived today. I left it on the kitchen counter.,ham
Make $1000 per week working from home! No experience needed. Start today!,spam
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
The code deployment went smoothly. All tests are passing in production. Let me know your thoughts when you get a chance.,ham
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend! Let me know your thoughts when you get a chance.,ham
We should catch up soon. It's been ages since we last hung out!,ham
Just finished the sprint retrospective notes. Sharing with the team now. Cheers!,ham
"Mom wants to know if you're coming for Thanksgiving dinner. Also, did you check the latest pull request?",ham
"The flight is confirmed for July 15th. I'll forward you the itinerary. Also, did you check the latest pull request?",ham
Just checking in — how are you feeling? I hope you're getting better.,ham
The dog needs to go to the vet for his annual checkup. Can you take him?,ham
"Hi, I'm a Nigerian prince and I need your help to transfer $500. You'll get 30%.",spam
Work from home and earn $10000/month. Join our team of successful entrepreneurs!,spam
We should catch up soon. It's been ages since we last hung out! Talk soon!,ham
"ALERT! Dear customer, your HSBC card ending in 4532 has unusual activity. Call us now.",spam
I've attached the updated spreadsheet. Let me know if the numbers look right.,ham
WARNING! Act now! Lose 15 pounds in 15 days with this miracle pill. Order today!,spam
The gym is offering a discount for annual memberships. Interested? Hope your week is going well!,ham
Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
VERIFY YOUR ACCOUNT! Hot singles in your area are waiting to meet you! Click here to join free.,spam
Thanks for the recommendation letter. It means a lot to me. PS: Don't forget to submit your timesheet.,ham
"Download free movies, music, and software. Unlimited access with premium membership!",spam
I'm thinking of getting a new laptop. Any suggestions?,ham
ACTION REQUIRED! ALERT: Your HSBC account will be suspended unless you update your information now.,spam
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
You've been chosen for an exclusive credit card with $50000 limit. Pre-approved!,spam
Just finished the sprint retrospective notes. Sharing with the team now. PS: Don't forget to submit your timesheet.,ham
LIMITED TIME OFFER! You've been chosen for an exclusive credit card with $100 limit. Pre-approved!,spam
FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
The AC in the conference room is broken again. I've filed a maintenance request. Talk soon!,ham
FREE! SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
Lose weight fast without diet or exercise! Try this one weird trick.,spam
I've submitted the code review. A few minor comments but overall looks great. Talk soon!,ham
CLAIM YOUR PRIZE! Your PayPal account has been locked. Click here to unlock: http://bit.ly/xyz123,spam
"Let's schedule a call to discuss the new feature requirements. By the way, the coffee machine is fixed.",ham
Mom wants to know if you're coming for Thanksgiving dinner.,ham
I finished reading that book you recommended. It was really good!,ham
DON'T MISS OUT! Get rich quick! Follow our simple 3-step system to make $500 weekly.,spam
ACT NOW! Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
We should catch up soon. It's been ages since we last hung out!,ham
VERIFY YOUR ACCOUNT! Work from home and earn $100/month. Join our team of successful entrepreneurs!,spam
FINAL NOTICE! Claim your free trial of weight loss pills today! No credit card required.,spam
WARNING! Claim your free trial of smartwatch today! No credit card required.,spam
"The code deployment went smoothly. All tests are passing in production. By the way, the coffee machine is fixed.",ham
The yoga class starts at 7 AM. Want to join me tomorrow? Looking forward to hearing from you.,ham
Get rich quick! Follow our simple 3-step system to make $50000 weekly.,spam
Reminder: team lunch is on Friday. We're going to that Italian place. See you at the standup tomorrow.,ham
The quarterly report is due next week. I'll need your section by Monday. Hope your week is going well!,ham
Great presentation today! The client seemed really impressed with the proposal.,ham
Great presentation today! The client seemed really impressed with the proposal.,ham
I loved the photos from your trip! Japan looks absolutely beautiful. Cheers!,ham
Reminder: team lunch is on Friday. We're going to that Italian place.,ham
Make $50000 per week working from home! No experience needed. Start today!,spam
CONGRATULATIONS! URGENT: Wire transfer of $100 received in your name. Confirm identity to release funds.,spam
Thanks for the recommendation letter. It means a lot to me.,ham
Your computer is running slow. Download our optimizer for instant speed boost!,spam
Can you send me the WiFi password? I'm at the office and can't connect. Looking forward to hearing from you.,ham
I'll be on vacation next week. Sarah will handle my tasks while I'm away. Let me know your thoughts when you get a chance.,ham
"I'll be on vacation next week. Sarah will handle my tasks while I'm away. By the way, the coffee machine is fixed.",ham
"LIMITED TIME OFFER! Dear customer, your Wells Fargo card ending in 4532 has unusual activity. Call us now.",spam
"VERIFY YOUR ACCOUNT! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
I'll be working from home tomorrow. You can reach me on Slack or email. See you at the standup tomorrow.,ham
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday. Let me know your thoughts when you get a chance.,ham
Reminder: your dentist appointment is tomorrow at 10 AM. Looking forward to hearing from you.,ham
"Just finished the sprint retrospective notes. Sharing with the team now. Also, did you check the latest pull request?",ham
IMPORTANT NOTICE! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
ACT NOW! FINAL WARNING: Pay your outstanding balance of $10000 or face legal action.,spam
Free iPhone giveaway! Be one of the first 100 to register and win!,spam
Congratulations on the promotion! You definitely deserved it. Cheers!,ham
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
Adult content: Explicit material waiting for you. Click to view now.,spam
Adult content: Explicit material waiting for you. Click to view now.,spam
ACTION REQUIRED! You are one step away from financial freedom! Learn our secret trading strategy.,spam
LIMITED TIME OFFER! Get rich quick! Follow our simple 3-step system to make $100 weekly.,spam
Could you pick up some groceries on your way home? We need milk and bread.,ham
The flight is confirmed for July 15th. I'll forward you the itinerary. Let me know your thoughts when you get a chance.,ham
I've submitted the code review. A few minor comments but overall looks great.,ham
The project deadline has been extended to next Friday. Let me know if you need help. Cheers!,ham
I'll be working from home tomorrow. You can reach me on Slack or email.,ham
Can you send me the WiFi password? I'm at the office and can't connect. Hope your week is going well!,ham
Free trial expired. Update your payment to continue using Amazon.,spam
Thanks for the recommendation letter. It means a lot to me.,ham
The yoga class starts at 7 AM. Want to join me tomorrow?,ham
Your computer is running slow. Download our optimizer for instant speed boost!,spam
Are we still on for coffee this afternoon? I'll be at the usual place.,ham
FREE! Your lottery ticket has won $500! Contact our claims department immediately.,spam
I'll be working from home tomorrow. You can reach me on Slack or email. Looking forward to hearing from you.,ham
Great presentation today! The client seemed really impressed with the proposal. Have a great evening!,ham
ACTION REQUIRED! SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
SPECIAL PROMOTION! Exclusive deal just for you! Buy one get one free on all anti-aging cream. Shop now!,spam
Can you send me the WiFi password? I'm at the office and can't connect. Talk soon!,ham
Great presentation today! The client seemed really impressed with the proposal.,ham
The code deployment went smoothly. All tests are passing in production. PS: Don't forget to submit your timesheet.,ham
Let's schedule a call to discuss the new feature requirements.,ham
CLAIM YOUR PRIZE! Earn extra cash by completing simple surveys. Sign up now and get a $5000 bonus!,spam
The yoga class starts at 7 AM. Want to join me tomorrow? Looking forward to hearing from you.,ham
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
ACT NOW! Shocking news: Celebrity reveals weight loss secret. Doctors hate this trick!,spam
SECURITY UPDATE! You've been pre-approved for a loan of $10000. Low interest rates! Apply now.,spam
ALERT! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
"Dear winner, you are the lucky recipient of $10000. Send your bank details to claim.",spam
URGENT! Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
ALERT! Hot singles in your area are waiting to meet you! Click here to join free.,spam
WARNING! URGENT: Wire transfer of $5000 received in your name. Confirm identity to release funds.,spam
WARNING! Shocking news: Celebrity reveals weight loss secret. Doctors hate this trick!,spam
The AC in the conference room is broken again. I've filed a maintenance request.,ham
Great presentation today! The client seemed really impressed with the proposal.,ham
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
Please find attached the invoice for last month's services. Hope your week is going well!,ham
Join millions of satisfied users! Try brain supplement risk-free for 30 days.,spam
Free iPhone giveaway! Be one of the first 100 to register and win!,spam
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday.,ham
FINAL NOTICE! Get a free vacation to the Bahamas! Just complete a short survey to qualify.,spam
Mom wants to know if you're coming for Thanksgiving dinner.,ham
"I updated the API documentation. Can you review the new endpoints? Also, did you check the latest pull request?",ham
Get a free vacation to the Bahamas! Just complete a short survey to qualify.,spam
"SPECIAL PROMOTION! Dear winner, you are the lucky recipient of $10000. Send your bank details to claim.",spam
Can you review the document I shared and provide feedback by end of day?,ham
"Download free movies, music, and software. Unlimited access with premium membership!",spam
Can you send me the WiFi password? I'm at the office and can't connect. Let me know your thoughts when you get a chance.,ham
The weather looks great this weekend. Want to go hiking? Looking forward to hearing from you.,ham
CLAIM YOUR PRIZE! You've been chosen for an exclusive credit card with $5000 limit. Pre-approved!,spam
Great presentation today! The client seemed really impressed with the proposal.,ham
FINAL NOTICE! Your inheritance of $50000 is ready. Contact our lawyer to process your claim.,spam
FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
FINAL NOTICE! FINAL WARNING: Pay your outstanding balance of $1000 or face legal action.,spam
Your inheritance of $500 is ready. Contact our lawyer to process your claim.,spam
CONGRATULATIONS! Free trial expired. Update your payment to continue using Netflix.,spam
SECURITY UPDATE! Your inheritance of $500 is ready. Contact our lawyer to process your claim.,spam
The code deployment went smoothly. All tests are passing in production.,ham
"Just wanted to follow up on our meeting yesterday. Can you send me the notes? Also, did you check the latest pull request?",ham
ACT NOW! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
Get rich quick! Follow our simple 3-step system to make $5000 weekly.,spam
Can you help me move this Saturday? I'll buy pizza and beer. Hope your week is going well!,ham
WARNING: Virus detected on your device. Download our security tool immediately.,spam
Mom wants to know if you're coming for Thanksgiving dinner.,ham
CONGRATULATIONS! Lose weight fast without diet or exercise! Try this one weird trick.,spam
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets.,ham
Investment opportunity: 500% returns guaranteed. Minimum investment just $5000.,spam
URGENT! Your Amazon subscription is expiring. Renew now to avoid losing access: http://bit.ly/xyz123,spam
"Thanks for the recommendation letter. It means a lot to me. By the way, the coffee machine is fixed.",ham
Your email has been selected in our annual draw! You've won a brand new car!,spam
Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
Can you review the document I shared and provide feedback by end of day?,ham
I finished reading that book you recommended. It was really good! PS: Don't forget to submit your timesheet.,ham
"LIMITED TIME OFFER! Dear customer, your Chase card ending in 4532 has unusual activity. Call us now.",spam
"Dear winner, you are the lucky recipient of $1000. Send your bank details to claim.",spam
